Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2,row_id_3
Hending et al. 2018,50.11960278,-14.07008889,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur sanfordi,Eulemur_sanfordi,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur sanfordi,Endangered,63,a,Eulemur_sanfordi_a,6277,802,area,1,0,596.2276989,22,1734,992
Hending et al. 2018,49.75534444,-13.22766389,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur sanfordi,Eulemur_sanfordi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur sanfordi,Endangered,63,a,Eulemur_sanfordi_a,6263,223,area,1,0,850.5219524,8,1735,993
Hending et al. 2018,49.70594444,-13.14909722,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur sanfordi,Eulemur_sanfordi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur sanfordi,Endangered,63,a,Eulemur_sanfordi_a,6262,1,area,0,43.29705667,942.5665367,7,1736,994
Butynski & De Jong 2012,35.82146,-1.95555,Kenya,Africa,Galagidae,Galago,Galago senegalensis,Galago_senegalensis,0,2012,Tropical_and_suptropical_moist_broadleaf_forest,Galago senegalensis,Least Concern,64,b,Galago_senegalensis_b,5587,1,area,0,258.151833,0.180114511,6,1738,995
Butynski & De Jong 2012,35.8687,-1.65288,Kenya,Africa,Galagidae,Galago,Galago senegalensis,Galago_senegalensis,1,2012,Tropical_and_suptropical_moist_broadleaf_forest,Galago senegalensis,Least Concern,64,b,Galago_senegalensis_b,5583,1,area,0,192.1548195,1.981259616,2,1739,996
Butynski & De Jong 2012,35.85988,-1.97199,Kenya,Africa,Galagidae,Galago,Galago senegalensis,Galago_senegalensis,0,2012,Tropical_and_suptropical_moist_broadleaf_forest,Galago senegalensis,Least Concern,64,b,Galago_senegalensis_b,5586,1,area,0,161.6063242,4.322748252,5,1740,997
Butynski & De Jong 2012,35.86922,-1.65214,Kenya,Africa,Galagidae,Galago,Galago senegalensis,Galago_senegalensis,1,2012,Tropical_and_suptropical_moist_broadleaf_forest,Galago senegalensis,Least Concern,64,b,Galago_senegalensis_b,5588,1,area,0,123.7325074,5.763664337,7,1741,998
Butynski & De Jong 2012,35.87152,-1.87967,Kenya,Africa,Galagidae,Galago,Galago senegalensis,Galago_senegalensis,0,2012,Tropical_and_suptropical_moist_broadleaf_forest,Galago senegalensis,Least Concern,64,b,Galago_senegalensis_b,5585,1,area,0,42.43989992,13.14835927,4,1742,999
Sharma et al. 2013,94.73440278,27.29661944,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2496,1,area,0,396.5543603,0.196569201,1,1765,1000
Sharma et al. 2013,95.65478611,27.87857778,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2508,1,area,0,44.33612532,54.84280703,13,1766,1001
Sharma et al. 2013,94.95704722,27.29856389,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2503,117,area,1,0,133.4704874,8,1767,1002
Sharma et al. 2013,95.04186667,27.34435278,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2497,197,area,1,0,155.6828071,2,1768,1003
Sharma et al. 2013,95.73721111,27.708525,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2512,1,area,0,31.35037487,159.7124757,17,1769,1004
Sharma et al. 2013,95.84890278,27.50577222,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2518,383,area,1,0,185.5613256,23,1770,1005
Sharma et al. 2013,95.81490278,27.948575,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2516,213,area,1,0,301.1440157,21,1771,1006
Sharma et al. 2013,95.66771111,27.74264167,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2499,322,area,1,0,381.8356726,4,1772,1007
Sharma et al. 2013,95.76405833,27.83913889,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2514,73,area,1,0,387.5361794,19,1773,1008
Sharma et al. 2013,95.83874167,27.8439,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2517,69,area,1,0,474.8129046,22,1774,1009
Sharma et al. 2013,95.58644444,27.49790556,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2505,451,area,1,0,528.6728656,10,1775,1010
Sharma et al. 2013,95.66943611,27.71108889,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2500,339,area,1,0,584.6950879,5,1776,1011
Sharma et al. 2013,95.83371944,27.94846111,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2501,291,area,1,0,749.714932,6,1777,1012
Shanee 2011,-76.87497222,-8.656388889,Peru,Neotropics,Atelidae,Lagothrix,Oreonax flavicauda,Lagothrix_flavicauda,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix flavicauda,Critically Endangered,70,e,Lagothrix_flavicauda_e,3924,5,area,0,213.5572037,0.091213359,38,1803,1013
Shanee 2011,-76.79111111,-8.651777778,Peru,Neotropics,Atelidae,Lagothrix,Oreonax flavicauda,Lagothrix_flavicauda,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix flavicauda,Critically Endangered,70,e,Lagothrix_flavicauda_e,3925,428,area,0,30.20154938,0.547280151,39,1804,1014
Shanee 2011,-78.00041667,-5.993916667,Peru,Neotropics,Atelidae,Lagothrix,Oreonax flavicauda,Lagothrix_flavicauda,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix flavicauda,Critically Endangered,70,e,Lagothrix_flavicauda_e,3892,270,area,0,193.3842729,0.63849351,6,1805,1015
Shanee 2011,-76.26594444,-9.740555556,Peru,Neotropics,Atelidae,Lagothrix,Oreonax flavicauda,Lagothrix_flavicauda,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix flavicauda,Critically Endangered,70,e,Lagothrix_flavicauda_e,3927,1,area,0,124.5241782,1.185773661,41,1806,1016
Shanee 2011,-77.98063889,-5.909805556,Peru,Neotropics,Atelidae,Lagothrix,Oreonax flavicauda,Lagothrix_flavicauda,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix flavicauda,Critically Endangered,70,e,Lagothrix_flavicauda_e,3896,11,area,0,108.8932349,2.736400755,10,1807,1017
Shanee 2011,-78.26502778,-5.669,Peru,Neotropics,Atelidae,Lagothrix,Oreonax flavicauda,Lagothrix_flavicauda,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix flavicauda,Critically Endangered,70,e,Lagothrix_flavicauda_e,3890,687,area,0,85.42288148,3.192467548,4,1808,1018
Iwanaga & Ferrari 2002,-61.19777778,-11.82,Brazil,Neotropics,Atelidae,Lagothrix,Lagothrix cana,Lagothrix_lagothricha,1,1997,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix lagothricha,Vulnerable,71,e,Lagothrix_lagothricha_e,200,4,area,0,235.9613434,0.273825027,13,1895,1019
Iwanaga & Ferrari 2002,-64.80472222,-10.40555556,Brazil,Neotropics,Atelidae,Lagothrix,Lagothrix cana,Lagothrix_lagothricha,0,1997,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix lagothricha,Vulnerable,71,e,Lagothrix_lagothricha_e,193,57,area,0,30.21175419,0.365100036,6,1896,1020
Iwanaga & Ferrari 2002,-61.42222222,-12.65138889,Brazil,Neotropics,Atelidae,Lagothrix,Lagothrix cana,Lagothrix_lagothricha,0,1997,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix lagothricha,Vulnerable,71,e,Lagothrix_lagothricha_e,218,3,area,0,151.0587709,0.730200073,31,1897,1021
Iwanaga & Ferrari 2002,-65.33944444,-10.48472222,Brazil,Neotropics,Atelidae,Lagothrix,Lagothrix cana,Lagothrix_lagothricha,0,1997,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix lagothricha,Vulnerable,71,e,Lagothrix_lagothricha_e,217,629,area,1,0,1.186575119,30,1898,1022
Iwanaga & Ferrari 2002,-61.46833333,-13.45861111,Brazil,Neotropics,Atelidae,Lagothrix,Lagothrix cana,Lagothrix_lagothricha,0,1997,Tropical_and_suptropical_moist_broadleaf_forest,Lagothrix lagothricha,Vulnerable,71,e,Lagothrix_lagothricha_e,219,1,area,0,95.53795535,12.0483012,32,1899,1023
Cassano et al. 2014,-51.24406082,-15.15965063,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3945,1,area,0,261.8095971,0.370509541,16,1981,1024
Cassano et al. 2014,-51.17329101,-15.11795529,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3941,2,area,0,280.5945073,1.204156009,12,1982,1025
Cassano et al. 2014,-51.29656035,-15.21253174,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3956,1,area,0,344.3298611,1.296783395,27,1983,1026
Cassano et al. 2014,-51.18414318,-15.17232883,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3947,1,area,0,344.3298611,2.037802478,18,1984,1027
Cassano et al. 2014,-51.12935769,-15.12455759,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3942,1,area,0,121.7389899,5.465015735,13,1985,1028
Cassano et al. 2014,-51.17833849,-15.2106133,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3931,1,area,0,323.5258034,6.020780047,2,1986,1029
Cassano et al. 2014,-51.1274589,-15.10871861,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3940,1,area,0,152.1737373,12.04156009,11,1987,1030
Cassano et al. 2014,-51.25198189,-15.19848215,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3952,1,area,0,329.2021277,14.91300904,23,1988,1031
Cassano et al. 2014,-51.10990955,-15.09550062,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3936,1,area,0,432.5590346,26.12092267,7,1989,1032
Cassano et al. 2014,-51.38310318,-15.20159708,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3953,1,area,0,109.7340426,318.5455782,24,1990,1033
Cassano et al. 2014,-51.1232675,-15.08647972,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3935,1,area,0,30.43474747,409.7835528,6,1991,1034
Cassano et al. 2014,-51.34864156,-15.18204331,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3949,1,area,0,464.5662578,891.6312113,20,1992,1035
Cassano et al. 2014,-51.31399297,-15.22694647,Brazil,Neotropics,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Leontopithecus chrysomelas,Endangered,76,a,Leontopithecus_chrysomelas_a,3959,1,area,0,435.7592683,991.3909053,30,1993,1036
Hending et al. 2018,50.12819722,-14.13979444,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6307,1,area,0,186.2276823,0.374927023,26,2049,1037
Hending et al. 2018,50.12458333,-14.13738333,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6304,1,area,0,43.29705667,1.12478107,23,2050,1038
Hending et al. 2018,49.91531111,-13.07770833,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6300,1,area,0,196.0357618,1.499708093,19,2051,1039
Hending et al. 2018,49.62138333,-13.30645278,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6285,6,area,0,110.3862684,2.155830384,4,2052,1040
Hending et al. 2018,49.84481389,-13.087675,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6293,44,area,1,0,3.093147942,12,2053,1041
Hending et al. 2018,49.61619722,-13.25658333,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6284,149,area,0,43.29705667,3.468074966,3,2054,1042
Hending et al. 2018,49.90319444,-13.07926667,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6297,1,area,0,43.29705667,4.874051303,16,2055,1043
Hending et al. 2018,49.91214444,-13.04340278,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6299,249,area,1,0,136.8483635,18,2056,1044
Hending et al. 2018,49.83610833,-13.28518056,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6291,63,area,1,0,170.2168686,10,2057,1045
Hending et al. 2018,49.90853889,-13.09544167,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6298,1,area,0,30.61564238,484.5931777,17,2058,1046
Hending et al. 2018,50.11960278,-14.07008889,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6303,802,area,1,0,596.2276989,22,2059,1047
Hending et al. 2018,49.75534444,-13.22766389,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6289,223,area,1,0,850.5219524,8,2060,1048
Hending et al. 2018,49.70594444,-13.14909722,Madagascar,Madagascar,Lepilemuridae,Lepilemur,Lepilemur milanoii,Lepilemur_milanoii,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Lepilemur milanoii,Endangered,80,a,Lepilemur_milanoii_a,6288,1,area,0,43.29705667,942.5665367,7,2061,1049
Sharma et al. 2013,94.73440278,27.29661944,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2579,1,area,0,396.5543603,0.196569201,1,2096,1050
Sharma et al. 2013,95.65478611,27.87857778,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2591,1,area,0,44.33612532,54.84280703,13,2097,1051
Sharma et al. 2013,94.95704722,27.29856389,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2586,117,area,1,0,133.4704874,8,2098,1052
Sharma et al. 2013,95.04186667,27.34435278,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2580,197,area,1,0,155.6828071,2,2099,1053
Sharma et al. 2013,95.73721111,27.708525,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2595,1,area,0,31.35037487,159.7124757,17,2100,1054
Sharma et al. 2013,95.84890278,27.50577222,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2601,383,area,1,0,185.5613256,23,2101,1055
Sharma et al. 2013,95.81490278,27.948575,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2599,213,area,1,0,301.1440157,21,2102,1056
Sharma et al. 2013,95.66771111,27.74264167,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2582,322,area,1,0,381.8356726,4,2103,1057
Sharma et al. 2013,95.76405833,27.83913889,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2597,73,area,1,0,387.5361794,19,2104,1058
Sharma et al. 2013,95.83874167,27.8439,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2600,69,area,1,0,474.8129046,22,2105,1059
Sharma et al. 2013,95.58644444,27.49790556,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2588,451,area,1,0,528.6728656,10,2106,1060
Sharma et al. 2013,95.66943611,27.71108889,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2583,339,area,1,0,584.6950879,5,2107,1061
Sharma et al. 2013,95.83371944,27.94846111,India,Asia,Cercopithecidae,Macaca,Macaca assamensis,Macaca_assamensis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca assamensis,Near Threatened,85,a,Macaca_assamensis_a,2584,291,area,1,0,749.714932,6,2108,1062
McShea et al. 2009,113.6106941,3.118787386,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2687,1,area,0,60.02717724,0.09008155,84,2121,1063
McShea et al. 2009,113.2305385,2.882026644,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2751,1,area,0,361.411466,0.09008155,148,2122,1064
McShea et al. 2009,113.1320829,2.916444734,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2606,10,area,0,42.44562408,0.09008155,3,2123,1065
McShea et al. 2009,113.1986004,2.867461692,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2668,1,area,0,218.5022233,0.09008155,65,2124,1066
McShea et al. 2009,113.6147987,3.102518466,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2691,1,area,0,67.11242441,0.09008155,88,2125,1067
McShea et al. 2009,113.6196391,3.100319332,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2692,1,area,0,150.0679431,0.09008155,89,2126,1068
McShea et al. 2009,113.6010663,3.122941588,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2703,1,area,0,134.2248488,0.09008155,100,2127,1069
McShea et al. 2009,113.6246054,3.130772539,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2741,1,area,0,30.01358862,0.09008155,138,2128,1070
McShea et al. 2009,113.1872899,2.781282413,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2791,14,area,0,67.11242441,0.09008155,188,2129,1071
McShea et al. 2009,113.1363998,2.926327117,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2617,9,area,0,94.9113008,0.09008155,14,2130,1072
McShea et al. 2009,113.2085416,2.813760805,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2752,1,area,0,94.9113008,0.09008155,149,2131,1073
McShea et al. 2009,113.1382769,2.915646373,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2609,5,area,0,365.1310645,0.1801631,6,2132,1074
McShea et al. 2009,113.1771981,2.908438393,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2654,4,area,0,30.01358862,0.1801631,51,2133,1075
McShea et al. 2009,113.2110528,2.810447255,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2717,2,area,0,30.01358862,0.1801631,114,2134,1076
McShea et al. 2009,113.1265686,2.915307036,Malaysia,Asia,Cercopithecidae,Macaca,Macaca fascicularis,Macaca_fascicularis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Macaca fascicularis,Endangered,86,c,Macaca_fascicularis_c,2608,7,area,0,335.562122,0.1801631,5,2135,1077
