Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2,row_id_3
Karere et al. 2004,40.13341667,-1.969180556,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1190,1,area,0,450.2243669,0.900897691,4,2468,1324
Karere et al. 2004,40.15021667,-1.893891667,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1193,1,area,0,342.2231726,1.351346537,7,2469,1325
Karere et al. 2004,40.15268056,-2.022344444,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1194,1,area,0,379.662522,1.351346537,8,2470,1326
Karere et al. 2004,40.13494167,-1.957194444,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1192,1,area,0,30.01495779,1.621615844,6,2471,1327
Karere et al. 2004,40.15858889,-1.985538889,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1224,1,area,0,42.44756038,6.576553145,38,2472,1328
Karere et al. 2004,40.16669722,-2.200561111,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1195,8,area,1,0,6.756732684,9,2473,1329
Butynski et al. 2006,39.58166667,-3.945,Kenya,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,1,2004,Tropical_and_suptropical_moist_broadleaf_forest,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2149,1,area,0,284.9379852,0.360842913,2,2474,1330
Butynski et al. 2006,39.55138889,-3.966111111,Kenya,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,0,2004,Tropical_and_suptropical_moist_broadleaf_forest,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2148,1,area,0,404.0809549,0.902107282,1,2475,1331
Butynski et al. 2006,39.125725,-4.782891667,Tanzania,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,1,2005,NA,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2303,1,area,0,150.2073383,1.624481603,4,2476,1332
Butynski et al. 2006,39.50514722,-4.021622222,Kenya,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,1,2005,NA,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2311,1,area,0,30.04146766,5.775934587,12,2477,1333
Butynski et al. 2006,39.96848611,-3.343886111,Kenya,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,1,2005,NA,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2314,645,area,1,0,26.44295053,15,2478,1334
Butynski et al. 2006,39.25965556,-4.490066667,Kenya,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,1,2005,NA,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2306,285,area,1,0,246.7407056,7,2479,1335
Butynski et al. 2006,39.52585,-4.413611111,Kenya,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,1,2005,NA,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2309,240,area,1,0,559.1826672,10,2480,1336
Butynski et al. 2006,39.40276667,-4.462391667,Kenya,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,1,2005,NA,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2307,92,area,1,0,587.3403483,8,2481,1337
Butynski et al. 2006,39.46235278,-4.417622222,Kenya,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,1,2005,NA,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2308,157,area,1,0,780.834157,9,2482,1338
Butynski et al. 2006,39.22208056,-4.526869444,Kenya,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,1,2005,NA,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2305,271,area,1,0,867.2024288,6,2483,1339
Butynski et al. 2006,39.35414167,-4.626222222,Kenya,Africa,Galagidae,Galagoides,Galagoides cocos,Paragalago_cocos,1,2005,NA,Paragalago cocos,Least Concern,110,a,Paragalago_cocos_a,2300,696,area,1,0,927.3984971,1,2484,1340
Hending et al. 2018,50.12819722,-14.13979444,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6441,1,area,0,186.2276823,0.374927023,26,2485,1341
Hending et al. 2018,50.12458333,-14.13738333,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6438,1,area,0,43.29705667,1.12478107,23,2486,1342
Hending et al. 2018,49.91531111,-13.07770833,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6434,1,area,0,196.0357618,1.499708093,19,2487,1343
Hending et al. 2018,49.62138333,-13.30645278,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6419,6,area,0,110.3862684,2.155830384,4,2488,1344
Hending et al. 2018,49.84481389,-13.087675,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6427,44,area,1,0,3.093147942,12,2489,1345
Hending et al. 2018,49.61619722,-13.25658333,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6418,149,area,0,43.29705667,3.468074966,3,2490,1346
Hending et al. 2018,49.90319444,-13.07926667,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6431,1,area,0,43.29705667,4.874051303,16,2491,1347
Hending et al. 2018,49.91214444,-13.04340278,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6433,249,area,1,0,136.8483635,18,2492,1348
Hending et al. 2018,49.83931111,-13.28858889,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6426,56,area,1,0,170.2168686,11,2493,1349
Hending et al. 2018,49.90853889,-13.09544167,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6432,1,area,0,30.61564238,484.5931777,17,2494,1350
Hending et al. 2018,50.11960278,-14.07008889,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6437,802,area,1,0,596.2276989,22,2495,1351
Hending et al. 2018,49.75534444,-13.22766389,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6423,223,area,1,0,850.5219524,8,2496,1352
Hending et al. 2018,49.70594444,-13.14909722,Madagascar,Madagascar,Cheirogaleidae,Phaner,Phaner electromontis,Phaner_electromontis,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Phaner electromontis,Endangered,111,a,Phaner_electromontis_a,6422,1,area,0,43.29705667,942.5665367,7,2497,1353
Onderdonk & Chapman 2000,30.29818333,0.513855556,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,86,1,area,0,30.0008027,0.090004816,10,2499,1354
Onderdonk & Chapman 2000,30.32058333,0.557166667,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,92,1,area,0,212.1377103,0.180009633,16,2500,1355
Onderdonk & Chapman 2000,30.28604444,0.4994,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,82,1,area,0,127.2826262,0.270014449,6,2501,1356
Onderdonk & Chapman 2000,30.33110833,0.528366667,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,96,1,area,0,108.1694324,0.72003853,20,2502,1357
Onderdonk & Chapman 2000,30.32351111,0.540236111,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,95,422,area,1,0,0.900048163,19,2503,1358
Onderdonk & Chapman 2000,30.30695278,0.519116667,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,88,314,area,1,0,1.080057795,12,2504,1359
Onderdonk & Chapman 2000,30.32359,0.597612,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,77,1,area,0,318.9129072,1.170062612,1,2505,1360
Onderdonk & Chapman 2000,30.3034,0.517333333,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,87,1,area,0,42.42754206,1.170062612,11,2506,1361
Onderdonk & Chapman 2000,30.32103333,0.570613889,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,93,1,area,0,152.9746784,1.530081877,17,2507,1362
Onderdonk & Chapman 2000,30.28538889,0.50315,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,81,1,area,0,258.0766631,1.530081877,5,2508,1363
Onderdonk & Chapman 2000,30.322775,0.543197222,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,94,399,area,1,0,2.250120407,18,2509,1364
Onderdonk & Chapman 2000,30.30201111,0.520497222,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,83,284,area,1,0,2.43013004,7,2510,1365
Onderdonk & Chapman 2000,30.31536944,0.530658333,Uganda,Africa,Cercopithecidae,Procolobus,Procolobus pennantii,Piliocolobus_pennantii,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus pennantii,Critically Endangered,112,a,Piliocolobus_pennantii_a,91,1,area,0,305.9493568,4.860260079,15,2511,1366
Karere et al. 2004,40.17379722,-2.166736111,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1314,1,area,0,60.02991558,0.090089769,55,2512,1367
Karere et al. 2004,40.134425,-1.932194444,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1264,1,area,0,94.91563049,0.090089769,5,2513,1368
Karere et al. 2004,40.16193333,-2.023208333,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1299,1,area,0,276.7242377,0.180179538,40,2514,1369
Karere et al. 2004,40.16824167,-2.195261111,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1272,1,area,0,446.204426,0.270269307,13,2515,1370
Karere et al. 2004,40.176975,-2.245013889,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1318,1,area,0,270.1346201,0.270269307,59,2516,1371
Karere et al. 2004,40.11573056,-1.785438889,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1283,1,area,0,175.015775,0.270269307,24,2517,1372
Karere et al. 2004,40.1894,-2.318491667,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1326,1,area,0,300.1495779,0.450448846,67,2518,1373
Karere et al. 2004,40.17324444,-2.063794444,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1313,1,area,0,30.01495779,0.540538615,54,2519,1374
Karere et al. 2004,40.18180833,-2.197941667,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1324,1,area,0,212.2378019,0.540538615,65,2520,1375
Karere et al. 2004,40.17264444,-2.223127778,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1310,1,area,0,60.02991558,0.630628384,51,2521,1376
Karere et al. 2004,40.13341667,-1.969180556,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1263,1,area,0,450.2243669,0.900897691,4,2522,1377
Karere et al. 2004,40.15021667,-1.893891667,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1266,1,area,0,342.2231726,1.351346537,7,2523,1378
Karere et al. 2004,40.15268056,-2.022344444,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1267,1,area,0,379.662522,1.351346537,8,2524,1379
Karere et al. 2004,40.13494167,-1.957194444,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1265,1,area,0,30.01495779,1.621615844,6,2525,1380
Karere et al. 2004,40.15858889,-1.985538889,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1297,1,area,0,42.44756038,6.576553145,38,2526,1381
Karere et al. 2004,40.16669722,-2.200561111,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1268,8,area,1,0,6.756732684,9,2527,1382
Benchimol & Venticinque 2014,-59.38027778,-1.855833333,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4007,1,area,0,30.0056344,2.881081906,4,2535,1383
Benchimol & Venticinque 2014,-59.6325,-1.829444444,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4015,124,area,1,0,4.05152143,12,2536,1384
Benchimol & Venticinque 2014,-59.36305556,-1.767222222,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4006,204,area,1,0,5.492062383,3,2537,1385
Benchimol & Venticinque 2014,-59.59527778,-1.836111111,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4013,87,area,1,0,9.183448575,10,2538,1386
Benchimol & Venticinque 2014,-59.42944444,-1.827777778,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4009,77,area,1,0,13.32500381,6,2539,1387
Benchimol & Venticinque 2014,-59.6875,-1.783333333,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4020,112,area,1,0,15.21571382,17,2540,1388
Benchimol & Venticinque 2014,-59.44777778,-1.789722222,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4011,100,area,1,0,22.32838477,8,2541,1389
Benchimol & Venticinque 2014,-59.35388889,-1.841388889,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4005,2,area,0,42.43437511,34.75305049,2,2542,1390
Benchimol & Venticinque 2014,-59.655,-1.877222222,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4017,117,area,1,0,58.34190859,14,2543,1391
Benchimol & Venticinque 2014,-59.41555556,-1.798611111,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4008,120,area,1,0,91.92451956,5,2544,1392
Benchimol & Venticinque 2014,-59.66277778,-1.678333333,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4018,67,area,1,0,103.3588134,15,2545,1393
Benchimol & Venticinque 2014,-59.68722222,-1.831388889,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4019,91,area,1,0,116.1436143,16,2546,1394
Benchimol & Venticinque 2014,-59.63777778,-1.791111111,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4016,83,area,1,0,137.6616948,13,2547,1395
Benchimol & Venticinque 2014,-59.78472222,-1.702777778,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4023,141,area,1,0,226.1649296,20,2548,1396
Benchimol & Venticinque 2014,-59.70333333,-1.741666667,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4021,88,area,1,0,844.5171337,18,2549,1397
Benchimol & Venticinque 2014,-59.71666667,-1.671111111,Brazil,Neotropics,Pitheciidae,Pithecia,Pitbecia chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,a,Pithecia_chrysocephala_a,4004,116,area,1,0,948.3261161,1,2550,1398
de Souza 2009,-59.38103611,-1.855925,Brazil,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia chryocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,c,Pithecia_chrysocephala_c,4039,1,area,0,30.00586477,2.881126145,16,2555,1399
de Souza 2009,-59.63263889,-1.829666667,Brazil,Neotropics,Pitheciidae,Pithecia,Pithecia  pithecia  chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,c,Pithecia_chrysocephala_c,4032,125,area,1,0,4.051583642,9,2556,1400
de Souza 2009,-59.59533333,-1.836194444,Brazil,Neotropics,Pitheciidae,Pithecia,Pithecia  pithecia  chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,c,Pithecia_chrysocephala_c,4030,87,area,1,0,9.183589588,7,2557,1401
de Souza 2009,-59.68769444,-1.783361111,Brazil,Neotropics,Pitheciidae,Pithecia,Pithecia  pithecia  chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,c,Pithecia_chrysocephala_c,4036,113,area,1,0,15.21594745,13,2558,1402
de Souza 2009,-59.44772222,-1.789694444,Brazil,Neotropics,Pitheciidae,Pithecia,Pithecia  pithecia  chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,c,Pithecia_chrysocephala_c,4028,101,area,1,0,22.32872762,5,2559,1403
de Souza 2009,-59.65505556,-1.877333333,Brazil,Neotropics,Pitheciidae,Pithecia,Pithecia  pithecia  chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,c,Pithecia_chrysocephala_c,4034,117,area,1,0,58.34280444,11,2560,1404
de Souza 2009,-59.41552778,-1.798555556,Brazil,Neotropics,Pitheciidae,Pithecia,Pithecia  pithecia  chrysocephala,Pithecia_chrysocephala,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,c,Pithecia_chrysocephala_c,4026,120,area,1,0,91.92593107,3,2561,1405
de Souza 2009,-59.66280556,-1.678219444,Brazil,Neotropics,Pitheciidae,Pithecia,Pithecia  pithecia  chrysocephala,Pithecia_chrysocephala,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,c,Pithecia_chrysocephala_c,4035,67,area,1,0,103.3604005,12,2562,1406
de Souza 2009,-59.63788889,-1.791,Brazil,Neotropics,Pitheciidae,Pithecia,Pithecia  pithecia  chrysocephala,Pithecia_chrysocephala,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,c,Pithecia_chrysocephala_c,4033,83,area,1,0,137.6638086,10,2563,1407
de Souza 2009,-59.78480556,-1.702861111,Brazil,Neotropics,Pitheciidae,Pithecia,Pithecia  pithecia  chrysocephala,Pithecia_chrysocephala,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia chrysocephala,Least Concern,115,c,Pithecia_chrysocephala_c,4025,143,area,1,0,226.1684024,2,2564,1408
